comments,duration,languages,published_date,date,tags,views,year,month,name,url
150,1165,33,1183545900,2007-07-04,"['Bioethics', 'cancer', 'design', 'health', 'health care', 'medicine', 'technology']",1427723,2007,Jul,Alan Russell,"https://www.ted.com/talks/alan_russell_on_regenerating_our_bodies
"
145,1030,23,1183925640,2007-07-08,"['design', 'entertainment', 'global issues', 'software', 'technology']",1049727,2007,Jul,Jonathan Harris,"https://www.ted.com/talks/jonathan_harris_tells_the_web_s_secret_stories
"
136,934,22,1184221140,2007-07-12,"['AIDS', 'Africa', 'economics', 'global issues', 'health', 'science', 'statistics']",854967,2007,Jul,Emily Oster,"https://www.ted.com/talks/emily_oster_flips_our_thinking_on_aids_in_africa
"
126,997,19,1184667720,2007-07-17,"['demo', 'design', 'entertainment', 'gaming', 'technology']",1107307,2007,Jul,Will Wright,"https://www.ted.com/talks/will_wright_makes_toys_that_make_worlds
"
276,552,34,1184683440,2007-07-17,"['entertainment', 'poetry', 'spoken word']",3387765,2007,Jul,Rives,"https://www.ted.com/talks/rives_on_4_a_m
"
231,585,27,1185093060,2007-07-22,"['animation', 'design', 'entertainment', 'film', 'health', 'medicine', 'science', 'technology', 'visualizations']",1788182,2007,Jul,David Bolinsky,"https://www.ted.com/talks/david_bolinsky_animates_a_cell
"
80,288,39,1185287940,2007-07-24,"['culture', 'health care', 'marketing', 'medicine']",558993,2007,Jul,Allison Hunt,"https://www.ted.com/talks/allison_hunt_gets_a_new_hip
"
97,1070,20,1185791520,2007-07-30,"['Africa', 'business', 'corruption', 'economics', 'entrepreneur', 'global development', 'global issues', 'philanthropy']",648234,2007,Jul,George Ayittey,"https://www.ted.com/talks/george_ayittey_on_cheetahs_vs_hippos
"
108,1330,21,1185879300,2007-07-31,"['Africa', 'business', 'economics', 'entrepreneur', 'global development', 'global issues', 'health care', 'investment', 'philanthropy', 'women', 'women in business']",524049,2007,Jul,Ngozi Okonjo-Iweala,"https://www.ted.com/talks/ngozi_okonjo_iweala_on_aid_versus_trade
"
174,252,44,1185880800,2007-07-31,"['Africa', 'alternative energy', 'design', 'energy', 'global issues', 'interview', 'library', 'technology']",1543596,2007,Jul,William Kamkwamba,"https://www.ted.com/talks/william_kamkwamba_on_building_a_windmill
"
31,1141,21,1185895440,2007-07-31,"['Africa', 'business', 'entrepreneur', 'global issues', 'investment']",335086,2007,Jul,Euvin Naidoo,"https://www.ted.com/talks/euvin_naidoo_on_investing_in_africa
"
150,1051,27,1186129740,2007-08-03,"['Africa', 'culture', 'education', 'global issues', 'leadership', 'social change']",1216429,2007,Aug,Patrick Awuah,"https://www.ted.com/talks/patrick_awuah_on_educating_leaders
"
77,1056,21,1186647000,2007-08-09,"['Africa', 'culture', 'entertainment', 'global issues', 'literature', 'poetry', 'storytelling']",561703,2007,Aug,Chris Abani,"https://www.ted.com/talks/chris_abani_on_the_stories_of_africa
"
106,1103,26,1186930800,2007-08-12,"['business', 'global development', 'global issues', 'investment', 'medicine', 'philanthropy', 'poverty', 'women', 'women in business']",836269,2007,Aug,Jacqueline Novogratz,"https://www.ted.com/talks/jacqueline_novogratz_on_patient_capitalism
"
60,606,21,1187153820,2007-08-15,"['Africa', 'activism', 'entertainment', 'live music', 'music', 'singer', 'women']",531957,2007,Aug,Vusi Mahlasela,"https://www.ted.com/talks/vusi_mahlasela_sings_thula_mama
"
36,299,0,1187695440,2007-08-21,"['Africa', 'entertainment', 'guitar', 'live music', 'music']",416603,2007,Aug,Vusi Mahlasela,"https://www.ted.com/talks/vusi_mahlasela_s_encore_at_tedglobal2007
"
49,931,23,1187712540,2007-08-21,"['business', 'entertainment', 'film', 'global issues', 'movies', 'philanthropy', 'social change']",727247,2007,Aug,Jeff Skoll,"https://www.ted.com/talks/jeff_skoll_makes_movies_that_make_change
"
102,310,32,1188280800,2007-08-28,"['culture', 'demo', 'global issues', 'health care', 'invention', 'peace', 'prosthetics', 'science', 'technology', 'war']",1575699,2007,Aug,Dean Kamen,"https://www.ted.com/talks/dean_kamen_previews_a_new_prosthetic_arm
"
151,950,32,1188459000,2007-08-30,"['books', 'culture', 'education', 'entertainment', 'language']",1013063,2007,Aug,Erin McKean,"https://www.ted.com/talks/erin_mckean_redefines_the_dictionary
"
126,1027,30,1188884220,2007-09-04,"['Africa', 'business', 'global development', 'global issues', 'investment', 'philanthropy', 'technology']",722877,2007,Sep,Andrew Mwenda,"https://www.ted.com/talks/andrew_mwenda_takes_a_new_look_at_africa
"
304,493,32,1189072800,2007-09-06,"['animals', 'art', 'biomechanics', 'creativity', 'demo', 'design', 'entertainment', 'science and art', 'technology']",3982352,2007,Sep,Theo Jansen,"https://www.ted.com/talks/theo_jansen_creates_new_creatures
"
124,1047,32,1189349760,2007-09-09,"['TED Brain Trust', 'culture', 'language', 'psychology', 'science']",1914263,2007,Sep,Steven Pinker,"https://www.ted.com/talks/steven_pinker_on_language_and_thought
"
677,1155,32,1189421700,2007-09-10,"['TED Brain Trust', 'business', 'culture', 'global issues', 'media', 'sociology', 'violence', 'war']",2063367,2007,Sep,Steven Pinker,"https://www.ted.com/talks/steven_pinker_on_the_myth_of_violence
"
164,1056,19,1189666800,2007-09-13,"['entertainment', 'film', 'global issues', 'storytelling', 'technology', 'war']",507997,2007,Sep,Deborah Scranton,"https://www.ted.com/talks/deborah_scranton_on_her_war_tapes
"
65,951,26,1190098800,2007-09-18,"['Africa', 'anthropology', 'exploration', 'global issues', 'human origins', 'humanity', 'paleontology', 'science']",913666,2007,Sep,Zeresenay Alemseged,"https://www.ted.com/talks/zeresenay_alemseged_looks_for_humanity_s_roots
"
83,959,24,1190277480,2007-09-20,"['art', 'design', 'simplicity', 'technology']",1215947,2007,Sep,John Maeda,"https://www.ted.com/talks/john_maeda_on_the_simple_life
"
169,1782,22,1190689620,2007-09-25,"['asteroid', 'climate change', 'future', 'global issues', 'humanity', 'science', 'solar system', 'space', 'technology']",1712075,2007,Sep,Stephen Petranek,"https://www.ted.com/talks/stephen_petranek_counts_down_to_armageddon
"
29,1280,20,1190769780,2007-09-26,"['alternative energy', 'business', 'design', 'drones', 'energy', 'flight', 'invention', 'solar energy', 'technology']",736290,2007,Sep,Paul MacCready,"https://www.ted.com/talks/paul_maccready_flies_on_solar_wings
"
225,1029,33,1191216180,2007-10-01,"['NASA', 'Planets', 'design', 'exploration', 'science', 'solar system', 'space', 'technology', 'universe', 'visualizations']",2627709,2007,Sep,Carolyn Porco,"https://www.ted.com/talks/carolyn_porco_flies_us_to_saturn
"
101,212,43,1191403500,2007-10-03,"['culture', 'dance', 'entertainment', 'performance']",1720579,2007,Oct,Kenichi Ebina,"https://www.ted.com/talks/kenichi_ebina_s_magic_moves
"
80,1791,29,1191910620,2007-10-09,"['aircraft', 'business', 'entertainment', 'entrepreneur', 'global issues', 'interview', 'music', 'space', 'technology']",1609555,2007,Oct,Richard Branson,"https://www.ted.com/talks/richard_branson_s_life_at_30_000_feet
"
242,378,28,1192071420,2007-10-11,"['AI', 'cognitive science', 'demo', 'design', 'evolution', 'robots', 'technology']",1212346,2007,Oct,Hod Lipson,"https://www.ted.com/talks/hod_lipson_builds_self_aware_robots
"
45,1050,21,1192499400,2007-10-16,"['art', 'children', 'culture', 'design', 'entertainment', 'happiness']",672254,2007,Oct,Maira Kalman,"https://www.ted.com/talks/maira_kalman_the_illustrated_woman
"
145,963,22,1192716300,2007-10-18,"['cities', 'communication', 'culture', 'design', 'global issues', 'technology', 'telecom']",694378,2007,Oct,Jan Chipchase,"https://www.ted.com/talks/jan_chipchase_on_our_mobile_phones
"
432,1414,35,1192954500,2007-10-21,"['brain', 'consciousness', 'culture', 'illness', 'illusion', 'science', 'technology']",3930186,2007,Oct,VS Ramachandran,"https://www.ted.com/talks/vilayanur_ramachandran_on_your_mind
"
64,1234,21,1193274000,2007-10-25,"['business', 'economics', 'food', 'global issues', 'technology', 'women in business']",562457,2007,Oct,Eleni Gabre-Madhin,"https://www.ted.com/talks/elene_gabre_madhin_on_ethiopian_economics
"
262,1338,26,1193718180,2007-10-30,"['brain', 'depression', 'health care', 'illness', 'medicine', 'mental health', 'science', 'suicide', 'technology']",1522858,2007,Oct,Sherwin Nuland,"https://www.ted.com/talks/sherwin_nuland_on_electroshock_therapy
"
412,1254,39,1193881320,2007-11-01,"['Buddhism', 'God', 'brain', 'culture', 'evolutionary psychology', 'faith', 'global issues', 'happiness', 'peace', 'photography', 'psychology', 'religion']",7271730,2007,Oct,Matthieu Ricard,"https://www.ted.com/talks/matthieu_ricard_on_the_habits_of_happiness
"
328,1136,26,1194310800,2007-11-06,"['business', 'creativity', 'entertainment', 'law', 'technology']",1895259,2007,Nov,Lawrence Lessig,"https://www.ted.com/talks/larry_lessig_says_the_law_is_strangling_creativity
"
40,299,28,1194484440,2007-11-08,"['DNA', 'MacArthur grant', 'complexity', 'computers', 'science']",410563,2007,Nov,Paul Rothemund,"https://www.ted.com/talks/paul_rothemund_casts_a_spell_with_dna
"
279,958,24,1194918240,2007-11-13,"['business', 'china', 'climate change', 'engineering', 'global issues', 'science', 'technology']",876658,2007,Nov,David Keith,"https://www.ted.com/talks/david_keith_s_surprising_ideas_on_climate_change
"
115,1090,21,1195088400,2007-11-15,"['TED Brain Trust', 'biodiversity', 'biotech', 'business', 'energy', 'science', 'technology']",898974,2007,Nov,Juan Enriquez,"https://www.ted.com/talks/juan_enriquez_wants_to_grow_energy
"
46,1261,22,1195612320,2007-11-21,"['climate change', 'culture', 'global issues', 'health', 'peace']",418234,2007,Nov,Larry Brilliant,"https://www.ted.com/talks/larry_brilliant_makes_the_case_for_optimism
"
31,1164,20,1196127900,2007-11-27,"['design', 'evolution', 'robots', 'science', 'technology']",707524,2007,Nov,Robert Full,"https://www.ted.com/talks/robert_full_on_animal_movement
"
185,1017,22,1196312400,2007-11-29,"['Africa', 'architecture', 'culture', 'design', 'math', 'technology']",1527858,2007,Nov,Ron Eglash,"https://www.ted.com/talks/ron_eglash_on_african_fractals
"
156,1026,29,1196749800,2007-12-04,"['design', 'humanity', 'humor', 'philosophy', 'storytelling']",1783740,2007,Dec,Philippe Starck,"https://www.ted.com/talks/philippe_starck_thinks_deep_on_design
"
160,962,29,1196931600,2007-12-06,"['String theory', 'physics', 'science', 'storytelling', 'technology']",1181696,2007,Dec,Murray Gell-Mann,"https://www.ted.com/talks/murray_gell_mann_on_beauty_and_truth_in_physics
"
154,1184,22,1197334800,2007-12-11,"['MacArthur grant', 'business', 'economics', 'energy', 'environment', 'green', 'science', 'technology']",832668,2007,Dec,Amory Lovins,"https://www.ted.com/talks/amory_lovins_on_winning_the_oil_endgame
"
604,914,44,1197504780,2007-12-13,"['education', 'entertainment', 'magic', 'math', 'performance']",8360707,2007,Dec,Arthur Benjamin,"https://www.ted.com/talks/arthur_benjamin_does_mathemagic
"
183,793,34,1197938280,2007-12-18,"['brain', 'community', 'compassion', 'empathy', 'psychology']",1604402,2007,Dec,Daniel Goleman,"https://www.ted.com/talks/daniel_goleman_on_compassion
"
71,249,40,1198133340,2007-12-20,"['communication', 'community', 'parenting', 'relationships', 'writing']",533761,2007,Dec,Lakshmi Pratury,"https://www.ted.com/talks/lakshmi_pratury_on_letter_writing
"
435,558,40,1198200420,2007-12-21,"['children', 'design', 'entertainment', 'parenting', 'play', 'sports', 'technology']",4364865,2007,Dec,Gever Tulley,"https://www.ted.com/talks/gever_tulley_on_5_dangerous_things_for_kids
"
465,1080,38,1199340000,2008-01-03,"['South America', 'entertainment', 'global issues', 'love', 'parenting', 'storytelling', 'women', 'world cultures']",3741423,2008,Jan,Isabel Allende,"https://www.ted.com/talks/isabel_allende_tells_tales_of_passion
"
71,375,28,1199422800,2008-01-04,"['comedy', 'humor']",933311,2008,Jan,Yossi Vardi,"https://www.ted.com/talks/yossi_vardi_fights_local_warming
"
95,1231,21,1199751960,2008-01-08,"['ants', 'biology', 'collaboration', 'design', 'insects', 'science']",928270,2008,Jan,Deborah Gordon,"https://www.ted.com/talks/deborah_gordon_digs_ants
"
227,1082,30,1199944800,2008-01-10,"['entertainment', 'film', 'humor', 'movies', 'storytelling', 'technology']",3519656,2008,Jan,J.J. Abrams,"https://www.ted.com/talks/j_j_abrams_mystery_box
"
554,327,47,1200011280,2008-01-11,"['animals', 'evolution', 'exploration', 'fish', 'oceans', 'science', 'technology']",13926113,2008,Jan,David Gallo,"https://www.ted.com/talks/david_gallo_shows_underwater_astonishments
"
40,1097,22,1200367200,2008-01-15,"['art', 'culture', 'design', 'museums']",585052,2008,Jan,Paola Antonelli,"https://www.ted.com/talks/paola_antonelli_treats_design_as_art
"
39,1320,23,1200528660,2008-01-17,"['architecture', 'business', 'creativity', 'culture', 'design', 'interview', 'invention']",959382,2008,Jan,Frank Gehry,"https://www.ted.com/talks/frank_gehry_asks_then_what
"
41,640,22,1200619320,2008-01-18,"['culture', 'entertainment', 'guitar', 'live music', 'music', 'performance', 'singer', 'technology']",403089,2008,Jan,Raul Midon,"https://www.ted.com/talks/raul_midon_plays_all_the_answers_and_tembererana
"
95,2128,19,1200870300,2008-01-20,"['MacArthur grant', 'activism', 'children', 'cities', 'culture', 'live music', 'philanthropy']",611092,2008,Jan,Bill Strickland,"https://www.ted.com/talks/bill_strickland_makes_change_with_a_slide_show
"
205,1148,26,1201059900,2008-01-23,"['culture', 'education', 'entertainment', 'library', 'literature', 'race', 'storytelling']",1854024,2008,Jan,Bernie Dunlap,"https://www.ted.com/talks/ben_dunlap_talks_about_a_passionate_life
"
51,255,30,1201139100,2008-01-24,"['entertainment', 'humor', 'music', 'technology']",594523,2008,Jan,David Pogue,"https://www.ted.com/talks/david_pogue_on_the_music_wars
"
34,1056,22,1201484160,2008-01-28,"['art', 'culture', 'entertainment', 'photography']",670863,2008,Jan,Alison Jackson,"https://www.ted.com/talks/alison_jackson_looks_at_celebrity
"
117,775,26,1201658220,2008-01-30,"['business', 'community', 'culture', 'global issues', 'philanthropy', 'philosophy', 'technology']",324266,2008,Jan,Chris Anderson,"https://www.ted.com/talks/chris_anderson_shares_his_vision_for_ted
"
78,819,23,1201749780,2008-01-31,"['business', 'cars', 'cities', 'technology', 'transportation']",434005,2008,Jan,Robin Chase,"https://www.ted.com/talks/robin_chase_on_zipcar_and_her_next_big_idea
"
63,943,25,1202089320,2008-02-04,"['Brazil', 'South America', 'cities', 'culture', 'design', 'green', 'humor', 'infrastructure', 'sustainability', 'transportation']",596961,2008,Feb,Jaime Lerner,"https://www.ted.com/talks/jaime_lerner_sings_of_the_city
"
30,1295,17,1202263020,2008-02-06,"['MacArthur grant', 'ancient world', 'art', 'books', 'cities', 'communication', 'culture', 'design', 'humor']",700273,2008,Feb,David Macaulay,"https://www.ted.com/talks/david_macaulay_s_rome_antics
"
165,1045,25,1202346240,2008-02-07,"['animals', 'bees', 'business', 'culture', 'ecology', 'evolution', 'food', 'garden', 'global issues', 'plants', 'science']",1359400,2008,Feb,Michael Pollan,"https://www.ted.com/talks/michael_pollan_gives_a_plant_s_eye_view
"
60,1171,24,1202697540,2008-02-11,"['business', 'collaboration', 'communication', 'community', 'culture', 'global issues', 'humanity', 'wikipedia']",931001,2008,Feb,Howard Rheingold,"https://www.ted.com/talks/howard_rheingold_on_collaboration
"
105,1151,24,1202870400,2008-02-13,"['live music', 'music', 'performance', 'technology']",1687185,2008,Feb,Pamelia Kurstin,"https://www.ted.com/talks/pamelia_kurstin_plays_the_theremin
"
53,518,24,1202966580,2008-02-14,"['NASA', 'Planets', 'future', 'history', 'physics', 'rocket science', 'science', 'space', 'storytelling', 'technology']",785872,2008,Feb,George Dyson,"https://www.ted.com/talks/george_dyson_on_project_orion
"
29,1066,20,1203294120,2008-02-18,"['architecture', 'cities', 'collaboration', 'creativity', 'design', 'museums', 'visualizations']",545664,2008,Feb,Moshe Safdie,"https://www.ted.com/talks/moshe_safdie_on_building_uniqueness
"
46,374,23,1203469380,2008-02-20,"['collaboration', 'comedy', 'entertainment', 'guitar', 'humor', 'singer', 'storytelling']",487972,2008,Feb,Jill Sobule + Julia Sweeney,"https://www.ted.com/talks/the_jill_and_julia_show
"
84,927,20,1203642960,2008-02-22,"['collaboration', 'entertainment', 'humor', 'physics']",807628,2008,Feb,Raspyni Brothers,"https://www.ted.com/talks/the_raspyni_brothers_juggle_and_jest
"
43,326,29,1203901200,2008-02-25,"['Africa', 'collaboration', 'culture', 'global issues', 'politics']",200726,2008,Feb,Joseph Lekuton,"https://www.ted.com/talks/joseph_lekuton_tells_a_parable_for_kenya
"
